Date,SEMA.MI
2022-03-21,34.255001068115234
2022-03-22,34.88999938964844
2022-03-23,34.974998474121094
2022-03-24,34.875
2022-03-25,34.584999084472656
2022-03-28,34.685001373291016
2022-03-29,34.974998474121094
2022-03-30,34.900001525878906
2022-03-31,34.665000915527344
2022-04-01,35.11000061035156
2022-04-04,35.900001525878906
2022-04-05,35.595001220703125
2022-04-06,35.060001373291016
2022-04-07,34.720001220703125
2022-04-08,35.06999969482422
2022-04-11,34.56999969482422
2022-04-12,34.810001373291016
2022-04-13,34.959999084472656
2022-04-14,34.849998474121094
2022-04-19,34.3849983215332
2022-04-20,34.099998474121094
2022-04-21,33.775001525878906
2022-04-22,33.70500183105469
2022-04-25,33.10499954223633
2022-04-26,32.96500015258789
2022-04-27,33.415000915527344
2022-04-28,33.71500015258789
2022-04-29,34.57500076293945
2022-05-02,34.04499816894531
2022-05-03,34.29499816894531
2022-05-04,33.7599983215332
2022-05-05,33.43000030517578
2022-05-06,33.05500030517578
2022-05-09,32.18000030517578
2022-05-10,32.064998626708984
2022-05-11,32.55500030517578
2022-05-12,32.369998931884766
2022-05-13,32.95500183105469
2022-05-16,32.880001068115234
2022-05-17,33.25
2022-05-18,33.025001525878906
2022-05-19,32.775001525878906
2022-05-20,33.03499984741211
2022-05-23,33.040000915527344
2022-05-24,32.005001068115234
2022-05-25,32.44499969482422
2022-05-26,32.79499816894531
2022-05-27,33.26499938964844
2022-05-30,33.70000076293945
2022-05-31,33.974998474121094
2022-06-01,33.76499938964844
2022-06-02,33.95500183105469
2022-06-03,33.560001373291016
2022-06-06,34.06999969482422
2022-06-07,33.779998779296875
2022-06-08,34.064998626708984
2022-06-09,33.76499938964844
2022-06-10,33.54999923706055
2022-06-13,32.685001373291016
2022-06-14,33.1349983215332
2022-06-15,33.3849983215332
2022-06-16,32.275001525878906
2022-06-17,32.564998626708984
2022-06-20,32.470001220703125
2022-06-21,32.85499954223633
2022-06-22,32.23500061035156
2022-06-23,32.459999084472656
2022-06-24,32.915000915527344
2022-06-27,33.0
2022-06-28,33.18000030517578
2022-06-29,32.95000076293945
2022-06-30,32.709999084472656
