Date,EM35.MI
2008-01-02,111.0999984741211
2008-01-03,111.69999694824219
2008-01-04,111.87000274658203
2008-01-07,112.0
2008-01-08,111.94999694824219
2008-01-09,112.11000061035156
2008-01-10,112.12999725341797
2008-01-11,112.12999725341797
2008-01-14,112.5199966430664
2008-01-15,112.5199966430664
2008-01-16,112.7699966430664
2008-01-17,112.91000366210938
2008-01-18,113.2300033569336
2008-01-21,113.44999694824219
2008-01-22,113.83999633789062
2008-01-23,113.69000244140625
2008-01-24,113.58999633789062
2008-01-25,112.94999694824219
2008-01-28,113.44000244140625
2008-01-29,113.25
2008-01-30,113.33999633789062
2008-01-31,113.4800033569336
2008-02-01,113.61000061035156
2008-02-04,113.66000366210938
2008-02-05,113.77999877929688
2008-02-06,114.31999969482422
2008-02-07,114.1500015258789
2008-02-08,114.41000366210938
2008-02-11,114.58000183105469
2008-02-12,114.72000122070312
2008-02-13,114.3499984741211
2008-02-14,114.22000122070312
2008-02-15,114.12000274658203
2008-02-18,114.16000366210938
2008-02-19,114.25
2008-02-20,113.94000244140625
2008-02-21,113.76000213623047
2008-02-22,113.87999725341797
2008-02-25,113.73999786376953
2008-02-26,113.62999725341797
2008-02-27,113.93000030517578
2008-02-28,113.83000183105469
2008-02-29,114.43000030517578
2008-03-03,114.66000366210938
2008-03-04,114.5199966430664
2008-03-05,114.54000091552734
2008-03-06,114.51000213623047
2008-03-07,114.56999969482422
2008-03-10,114.62000274658203
2008-03-11,114.62000274658203
2008-03-12,114.33999633789062
2008-03-13,114.55999755859375
2008-03-14,114.43000030517578
2008-03-17,114.87000274658203
2008-03-18,114.83000183105469
2008-03-19,114.66000366210938
2008-03-20,114.44000244140625
2008-03-25,114.0
2008-03-26,113.77999877929688
2008-03-27,113.91999816894531
2008-03-28,113.8499984741211
2008-03-31,113.55999755859375
2008-04-01,113.55999755859375
2008-04-02,113.41999816894531
2008-04-03,113.30000305175781
2008-04-04,113.41999816894531
2008-04-07,113.33999633789062
2008-04-08,113.36000061035156
2008-04-09,113.45999908447266
2008-04-10,113.62000274658203
2008-04-11,113.55000305175781
2008-04-14,113.91000366210938
2008-04-15,113.69999694824219
2008-04-16,113.4800033569336
2008-04-17,113.0199966430664
2008-04-18,112.8499984741211
2008-04-21,112.7699966430664
2008-04-22,112.38999938964844
2008-04-23,112.55000305175781
2008-04-24,112.94000244140625
2008-04-25,112.44000244140625
2008-04-28,112.70999908447266
2008-04-29,112.77999877929688
2008-04-30,112.9800033569336
2008-05-02,113.08000183105469
2008-05-05,112.87000274658203
2008-05-06,112.91999816894531
2008-05-07,112.93000030517578
2008-05-08,113.19999694824219
2008-05-09,113.56999969482422
2008-05-12,113.37999725341797
2008-05-13,113.41000366210938
2008-05-14,112.80000305175781
2008-05-15,112.4000015258789
2008-05-16,112.51000213623047
2008-05-19,112.79000091552734
2008-05-20,112.68000030517578
2008-05-21,112.37000274658203
2008-05-22,112.4000015258789
2008-05-23,112.2699966430664
2008-05-26,112.20999908447266
2008-05-27,112.20999908447266
2008-05-28,112.0999984741211
2008-05-29,111.86000061035156
2008-05-30,111.73999786376953
2008-06-02,112.02999877929688
2008-06-03,112.12999725341797
2008-06-04,112.04000091552734
2008-06-05,111.91000366210938
2008-06-06,111.12000274658203
2008-06-09,110.7699966430664
2008-06-10,110.63999938964844
2008-06-11,111.01000213623047
2008-06-12,110.66999816894531
2008-06-13,110.4000015258789
2008-06-16,110.2699966430664
2008-06-17,110.37999725341797
2008-06-18,110.4000015258789
2008-06-19,110.30999755859375
2008-06-20,110.3499984741211
2008-06-23,110.73999786376953
2008-06-24,110.63999938964844
2008-06-25,110.77999877929688
2008-06-26,110.94999694824219
2008-06-27,111.29000091552734
2008-06-30,111.11000061035156
2008-07-01,110.69000244140625
2008-07-02,110.55999755859375
2008-07-03,110.38999938964844
2008-07-04,111.38999938964844
2008-07-07,111.58999633789062
2008-07-08,111.87000274658203
2008-07-09,111.52999877929688
2008-07-10,111.80000305175781
2008-07-11,111.68000030517578
2008-07-14,111.48999786376953
2008-07-15,111.91999816894531
2008-07-16,112.05999755859375
2008-07-17,111.73999786376953
2008-07-18,111.81999969482422
2008-07-21,111.16000366210938
2008-07-22,111.2300033569336
2008-07-23,111.02999877929688
2008-07-24,111.5199966430664
2008-07-25,111.9000015258789
2008-07-28,111.81999969482422
2008-07-29,112.01000213623047
2008-07-30,112.2699966430664
2008-07-31,112.25
2008-08-01,112.58999633789062
2008-08-04,112.69000244140625
2008-08-05,112.7300033569336
2008-08-06,112.83999633789062
2008-08-07,112.8499984741211
2008-08-08,113.55999755859375
2008-08-11,113.55999755859375
2008-08-12,113.56999969482422
2008-08-13,113.62000274658203
2008-08-14,113.80000305175781
2008-08-18,114.08999633789062
2008-08-19,114.20999908447266
2008-08-20,113.91999816894531
2008-08-21,113.98999786376953
2008-08-22,113.66000366210938
2008-08-25,113.7699966430664
2008-08-26,114.23999786376953
2008-08-27,114.20999908447266
2008-08-28,113.68000030517578
2008-08-29,113.73999786376953
2008-09-01,113.98999786376953
2008-09-02,113.66999816894531
2008-09-03,114.08000183105469
2008-09-04,113.91000366210938
2008-09-05,114.6500015258789
2008-09-08,114.12000274658203
2008-09-09,114.37000274658203
2008-09-10,114.52999877929688
2008-09-11,114.48999786376953
