Date,X57E.MI
2011-01-27,169.91000366210938
2011-01-28,
2011-01-31,170.17999267578125
2011-02-01,
2011-02-02,170.60000610351562
2011-02-03,
2011-02-04,
2011-02-07,
2011-02-08,170.50999450683594
2011-02-09,
2011-02-10,
2011-02-11,170.0
2011-02-14,169.85000610351562
2011-02-15,
2011-02-16,
2011-02-17,
2011-02-18,
2011-02-21,
2011-02-22,
2011-02-23,170.5
2011-02-24,
2011-02-25,
2011-02-28,
2011-03-01,
2011-03-02,
2011-03-03,169.30999755859375
2011-03-04,169.19000244140625
2011-03-07,169.0
2011-03-08,169.08999633789062
2011-03-09,169.0800018310547
2011-03-10,
2011-03-11,169.94000244140625
2011-03-14,
2011-03-15,
2011-03-16,
2011-03-17,
2011-03-18,171.11000061035156
2011-03-21,
2011-03-22,
2011-03-23,170.5
2011-03-24,
2011-03-25,170.4499969482422
2011-03-28,170.4499969482422
2011-03-29,
2011-03-30,
2011-03-31,169.1199951171875
2011-04-01,
2011-04-04,
2011-04-05,169.1699981689453
2011-04-06,169.2100067138672
2011-04-07,
2011-04-08,168.8800048828125
2011-04-11,
2011-04-12,
2011-04-13,
2011-04-14,
2011-04-15,169.0399932861328
2011-04-18,
2011-04-19,169.3699951171875
2011-04-20,169.22000122070312
2011-04-21,169.25
2011-04-26,
2011-04-27,
2011-04-28,
2011-04-29,
2011-05-02,
2011-05-03,
2011-05-04,
2011-05-05,
2011-05-06,170.19000244140625
2011-05-09,
2011-05-10,
2011-05-11,170.5800018310547
2011-05-12,171.05999755859375
2011-05-13,
2011-05-16,171.08999633789062
2011-05-17,
2011-05-18,
2011-05-19,
2011-05-20,
2011-05-23,171.08999633789062
2011-05-24,170.97999572753906
2011-05-25,171.39999389648438
2011-05-26,171.80999755859375
2011-05-27,171.86000061035156
2011-05-30,171.6300048828125
2011-05-31,171.60000610351562
2011-06-01,
2011-06-02,
2011-06-03,
2011-06-06,
2011-06-07,
2011-06-08,
2011-06-09,
2011-06-10,
2011-06-13,
2011-06-14,
2011-06-15,172.08999633789062
2011-06-16,
2011-06-17,
2011-06-20,171.94000244140625
2011-06-21,
2011-06-22,
2011-06-23,
