Date,EM1015.MI
2008-01-02,116.86000061035156
2008-01-03,118.06999969482422
2008-01-04,118.55000305175781
2008-01-07,118.70999908447266
2008-01-08,118.76000213623047
2008-01-09,118.88999938964844
2008-01-10,118.87000274658203
2008-01-11,118.56999969482422
2008-01-14,119.43000030517578
2008-01-15,119.51000213623047
2008-01-16,119.94999694824219
2008-01-17,120.05999755859375
2008-01-18,120.41999816894531
2008-01-21,120.5999984741211
2008-01-22,121.05999755859375
2008-01-23,120.5
2008-01-24,120.13999938964844
2008-01-25,119.30999755859375
2008-01-28,120.29000091552734
2008-01-29,120.05000305175781
2008-01-30,119.91999816894531
2008-01-31,120.08999633789062
2008-02-01,120.69000244140625
2008-02-04,120.83999633789062
2008-02-05,121.0199966430664
2008-02-06,121.61000061035156
2008-02-07,121.0199966430664
2008-02-08,120.81999969482422
2008-02-11,121.2300033569336
2008-02-12,121.18000030517578
2008-02-13,120.44999694824219
2008-02-14,120.05999755859375
2008-02-15,119.87999725341797
2008-02-18,119.91999816894531
2008-02-19,120.0999984741211
2008-02-20,119.48999786376953
2008-02-21,119.5199966430664
2008-02-22,119.9000015258789
2008-02-25,119.3499984741211
2008-02-26,118.8499984741211
2008-02-27,119.04000091552734
2008-02-28,119.0
2008-02-29,120.23999786376953
2008-03-03,121.11000061035156
2008-03-04,120.70999908447266
2008-03-05,120.41999816894531
2008-03-06,120.0199966430664
2008-03-07,119.95999908447266
2008-03-10,120.11000061035156
2008-03-11,120.41999816894531
2008-03-12,120.5
2008-03-13,121.04000091552734
2008-03-14,120.69999694824219
2008-03-17,120.97000122070312
2008-03-18,120.69999694824219
2008-03-19,120.66000366210938
2008-03-20,121.23999786376953
2008-03-25,120.86000061035156
2008-03-26,120.54000091552734
2008-03-27,120.08000183105469
2008-03-28,119.63999938964844
2008-03-31,119.79000091552734
2008-04-01,120.02999877929688
2008-04-02,119.94000244140625
2008-04-03,119.62999725341797
2008-04-04,119.62999725341797
2008-04-07,119.58000183105469
2008-04-08,119.63999938964844
2008-04-09,119.36000061035156
2008-04-10,119.61000061035156
2008-04-11,119.47000122070312
2008-04-14,120.30999755859375
2008-04-15,120.05000305175781
2008-04-16,119.58000183105469
2008-04-17,118.72000122070312
2008-04-18,118.55999755859375
2008-04-21,118.6500015258789
2008-04-22,118.26000213623047
2008-04-23,118.41999816894531
2008-04-24,118.91000366210938
2008-04-25,117.7699966430664
2008-04-28,117.95999908447266
2008-04-29,118.18000030517578
2008-04-30,118.7300033569336
2008-05-02,119.12000274658203
2008-05-05,118.8499984741211
